age,age_group,gender,item_purchased,category,purchase_amount_(usd),location,colour,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
57,Pre-Retirement,Female,Hat,Accessories,95,Oklahoma,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
39,Gen X Early,Female,Scarf,Accessories,36,Wisconsin,Violet,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually
48,Gen X Late,Female,Belt,Accessories,52,Rhode Island,Cyan,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly
42,Gen X Early,Female,T-shirt,Clothing,35,Indiana,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months
56,Pre-Retirement,Female,Shorts,Clothing,68,Vermont,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Bi-Weekly
28,Millennials,Female,Pants,Clothing,50,Maine,Charcoal,Winter,4.0,No,Express,No,No,39,Cash,Bi-Weekly
40,Gen X Early,Female,Sunglasses,Accessories,100,Alabama,White,Winter,3.2,No,Express,No,No,28,Credit Card,Bi-Weekly
49,Gen X Late,Female,Coat,Outerwear,74,Alabama,Gray,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly
37,Gen X Early,Female,Hoodie,Clothing,45,Idaho,Pink,Winter,3.0,No,Store Pickup,No,No,42,Credit Card,Quarterly
22,Gen Z,Female,Dress,Clothing,97,Arkansas,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
27,Millennials,Female,Blouse,Clothing,60,Ohio,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly
59,Pre-Retirement,Female,Socks,Clothing,25,Illinois,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually
35,Gen X Early,Female,Socks,Clothing,55,Nevada,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly
58,Pre-Retirement,Female,Shoes,Footwear,99,Texas,Lavender,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly
58,Pre-Retirement,Female,Belt,Accessories,45,Nevada,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months
46,Gen X Late,Female,Sweater,Clothing,20,Oklahoma,Cyan,Spring,3.9,No,Store Pickup,No,No,14,Cash,Bi-Weekly
43,Gen X Early,Female,Pants,Clothing,88,Alabama,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly
39,Gen X Early,Female,Scarf,Accessories,99,South Dakota,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months
59,Pre-Retirement,Female,Skirt,Clothing,86,Texas,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly
59,Pre-Retirement,Female,Dress,Clothing,70,Montana,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly
59,Pre-Retirement,Female,Hat,Accessories,50,Wyoming,Red,Fall,3.0,No,Express,No,No,1,Debit Card,Bi-Weekly
45,Gen X Late,Female,Handbag,Accessories,57,New York,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
27,Millennials,Female,Pants,Clothing,69,Oregon,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually
24,Gen Z,Female,T-shirt,Clothing,94,California,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly
47,Gen X Late,Female,Jacket,Outerwear,24,North Carolina,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months
70,Seniors,Female,Scarf,Accessories,79,Kentucky,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually
58,Pre-Retirement,Female,Hat,Accessories,31,Hawaii,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly
45,Gen X Late,Female,Jacket,Outerwear,67,Illinois,Pink,Winter,5.0,No,Express,No,No,4,Venmo,Bi-Weekly
24,Gen Z,Female,Skirt,Clothing,63,West Virginia,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly
67,Seniors,Female,Handbag,Accessories,61,South Carolina,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly
31,Millennials,Female,Backpack,Accessories,50,Montana,Maroon,Summer,4.0,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months
52,Gen X Late,Female,Coat,Outerwear,82,North Dakota,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly
29,Millennials,Female,Belt,Accessories,51,New Mexico,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly
62,Pre-Retirement,Female,Handbag,Accessories,23,Missouri,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Bi-Weekly
19,Gen Z,Female,Coat,Outerwear,91,West Virginia,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Bi-Weekly
62,Pre-Retirement,Female,Sweater,Clothing,60,South Carolina,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
70,Seniors,Female,Blouse,Clothing,34,West Virginia,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly
20,Gen Z,Female,Blouse,Clothing,23,Alaska,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly
67,Seniors,Female,Belt,Accessories,82,West Virginia,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly
65,Seniors,Female,Jacket,Outerwear,73,New Mexico,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
45,Gen X Late,Female,Shorts,Clothing,32,South Dakota,Teal,Spring,4.0,No,2-Day Shipping,No,No,18,Venmo,Monthly
26,Millennials,Female,Hat,Accessories,80,Oklahoma,Charcoal,Spring,4.0,No,Express,No,No,40,Bank Transfer,Bi-Weekly
36,Gen X Early,Female,Pants,Clothing,58,Oklahoma,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Bi-Weekly
36,Gen X Early,Female,Blouse,Clothing,82,Alabama,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly
20,Gen Z,Female,Belt,Accessories,60,Mississippi,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
30,Millennials,Female,Handbag,Accessories,79,Mississippi,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
34,Millennials,Female,Hoodie,Clothing,41,Nebraska,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
63,Pre-Retirement,Female,Jacket,Outerwear,39,Colorado,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Bi-Weekly
18,Gen Z,Female,Scarf,Accessories,36,Pennsylvania,Green,Winter,4.0,No,Store Pickup,No,No,1,Cash,Monthly
55,Pre-Retirement,Female,Jeans,Clothing,70,Utah,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly
48,Gen X Late,Female,Handbag,Accessories,47,Massachusetts,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly
45,Gen X Late,Female,Jacket,Outerwear,27,Iowa,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Bi-Weekly
29,Millennials,Female,Hat,Accessories,52,Florida,Blue,Summer,4.0,No,Express,No,No,18,Bank Transfer,Annually
55,Pre-Retirement,Female,Sneakers,Footwear,75,Louisiana,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
55,Pre-Retirement,Female,Hat,Accessories,30,Kansas,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly
55,Pre-Retirement,Female,Socks,Clothing,94,Kansas,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly
48,Gen X Late,Female,Scarf,Accessories,68,Kentucky,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months
42,Gen X Early,Female,Socks,Clothing,45,New Mexico,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Bi-Weekly
21,Gen Z,Female,Hat,Accessories,67,North Carolina,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly
45,Gen X Late,Female,Jacket,Outerwear,46,North Dakota,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
23,Gen Z,Female,Shorts,Clothing,31,North Dakota,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
66,Seniors,Female,Blouse,Clothing,44,Illinois,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months
32,Millennials,Female,Coat,Outerwear,100,Maine,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually
52,Gen X Late,Female,Sweater,Clothing,92,Indiana,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly
54,Gen X Late,Female,Handbag,Accessories,78,North Dakota,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly
37,Gen X Early,Female,T-shirt,Clothing,32,Missouri,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly
29,Millennials,Female,Sandals,Footwear,97,Alaska,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly
47,Gen X Late,Female,Gloves,Accessories,95,North Dakota,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually
47,Gen X Late,Female,Shorts,Clothing,64,Connecticut,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly
42,Gen X Early,Female,Sandals,Footwear,35,Wisconsin,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
34,Millennials,Female,Backpack,Accessories,54,New Jersey,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
38,Gen X Early,Female,Sneakers,Footwear,96,Missouri,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
55,Pre-Retirement,Female,Sunglasses,Accessories,58,California,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
27,Millennials,Female,T-shirt,Clothing,23,Washington,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
55,Pre-Retirement,Female,Jeans,Clothing,35,Minnesota,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
66,Seniors,Female,Shirt,Clothing,23,California,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually
44,Gen X Early,Female,Hat,Accessories,94,Texas,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly
39,Gen X Early,Female,Blouse,Clothing,45,Montana,Brown,Fall,4.0,No,Free Shipping,No,No,24,Debit Card,Annually
23,Gen Z,Female,Jacket,Outerwear,23,Arizona,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
29,Millennials,Female,Skirt,Clothing,94,Minnesota,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
20,Gen Z,Female,Gloves,Accessories,99,Nebraska,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Bi-Weekly
42,Gen X Early,Female,T-shirt,Clothing,36,Virginia,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
55,Pre-Retirement,Female,Jacket,Outerwear,50,Connecticut,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
66,Seniors,Female,Jacket,Outerwear,81,New Jersey,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly
24,Gen Z,Female,Shorts,Clothing,31,Kentucky,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
62,Pre-Retirement,Female,Hat,Accessories,48,Washington,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually
28,Millennials,Female,Handbag,Accessories,91,Florida,Turquoise,Summer,4.0,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
30,Millennials,Female,Jeans,Clothing,99,Oklahoma,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly
22,Gen Z,Female,Shoes,Footwear,70,Iowa,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
28,Millennials,Female,T-shirt,Clothing,74,New Hampshire,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months
35,Gen X Early,Female,Jewelry,Accessories,79,Georgia,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
45,Gen X Late,Female,Handbag,Accessories,33,Mississippi,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly
43,Gen X Early,Female,Shirt,Clothing,49,New Hampshire,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Bi-Weekly
55,Pre-Retirement,Female,Belt,Accessories,96,Washington,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
31,Millennials,Female,Dress,Clothing,66,Ohio,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
42,Gen X Early,Female,Skirt,Clothing,45,Maryland,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
40,Gen X Early,Female,Blouse,Clothing,28,Delaware,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
39,Gen X Early,Female,Jeans,Clothing,48,Tennessee,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
41,Gen X Early,Female,Hoodie,Clothing,67,Arkansas,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
56,Pre-Retirement,Female,T-shirt,Clothing,59,Tennessee,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually
43,Gen X Early,Female,Sunglasses,Accessories,74,New Hampshire,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
22,Gen Z,Female,Jacket,Outerwear,81,Minnesota,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
47,Gen X Late,Female,Shoes,Footwear,26,Florida,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
50,Gen X Late,Female,Handbag,Accessories,61,Tennessee,Gray,Summer,3.0,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
58,Pre-Retirement,Female,Sweater,Clothing,23,California,Turquoise,Winter,3.0,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
50,Gen X Late,Female,Scarf,Accessories,33,Oregon,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
43,Gen X Early,Female,Skirt,Clothing,58,Tennessee,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months
38,Gen X Early,Female,Gloves,Accessories,65,North Carolina,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly
44,Gen X Early,Female,T-shirt,Clothing,48,Tennessee,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Bi-Weekly
30,Millennials,Female,Sandals,Footwear,25,Nebraska,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
47,Gen X Late,Female,Sweater,Clothing,51,Maine,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly
30,Millennials,Female,Belt,Accessories,31,Illinois,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Bi-Weekly
49,Gen X Late,Female,Hoodie,Clothing,99,Colorado,Turquoise,Winter,4.0,No,Next Day Air,No,No,28,PayPal,Annually
56,Pre-Retirement,Female,Socks,Clothing,25,Pennsylvania,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
70,Seniors,Female,Sandals,Footwear,52,Minnesota,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
22,Gen Z,Female,Blouse,Clothing,47,Nevada,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually
51,Gen X Late,Female,Boots,Footwear,98,Connecticut,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually
22,Gen Z,Female,Hat,Accessories,46,Ohio,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly
37,Gen X Early,Female,Shirt,Clothing,32,Kentucky,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Bi-Weekly
49,Gen X Late,Female,Shorts,Clothing,75,Minnesota,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
61,Pre-Retirement,Female,Handbag,Accessories,51,Tennessee,Turquoise,Summer,5.0,No,Store Pickup,No,No,40,Cash,Weekly
41,Gen X Early,Female,Dress,Clothing,52,North Dakota,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
57,Pre-Retirement,Female,Hat,Accessories,66,Minnesota,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly
34,Millennials,Female,Sweater,Clothing,35,Nebraska,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly
27,Millennials,Female,Coat,Outerwear,43,Delaware,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly
39,Gen X Early,Female,Hoodie,Clothing,24,Minnesota,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly
62,Pre-Retirement,Female,Jewelry,Accessories,83,Rhode Island,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
34,Millennials,Female,T-shirt,Clothing,62,Michigan,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly
53,Gen X Late,Female,Pants,Clothing,78,New Jersey,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
35,Gen X Early,Female,Sweater,Clothing,61,South Dakota,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
38,Gen X Early,Female,Pants,Clothing,57,North Carolina,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually
32,Millennials,Female,Socks,Clothing,70,Oregon,Red,Summer,3.0,No,Next Day Air,No,No,38,PayPal,Annually
47,Gen X Late,Female,Hoodie,Clothing,57,Montana,Silver,Fall,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
53,Gen X Late,Female,Scarf,Accessories,74,New Jersey,Blue,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly
60,Pre-Retirement,Female,Dress,Clothing,90,Arizona,Gold,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly
31,Millennials,Female,Sandals,Footwear,98,Vermont,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually
44,Gen X Early,Female,Dress,Clothing,43,Colorado,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
29,Millennials,Female,Pants,Clothing,37,Tennessee,Black,Winter,5.0,No,Next Day Air,No,No,5,PayPal,Quarterly
19,Gen Z,Female,Blouse,Clothing,38,New Jersey,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
54,Gen X Late,Female,Jeans,Clothing,60,Montana,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Bi-Weekly
40,Gen X Early,Female,Pants,Clothing,55,Montana,Yellow,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually
39,Gen X Early,Female,Sunglasses,Accessories,51,Nevada,Lavender,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Bi-Weekly
44,Gen X Early,Female,Backpack,Accessories,71,Nevada,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly
22,Gen Z,Female,Hoodie,Clothing,61,Louisiana,Black,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months
30,Millennials,Female,Boots,Footwear,65,Illinois,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
69,Seniors,Female,Gloves,Accessories,34,South Carolina,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually
28,Millennials,Female,Blouse,Clothing,87,Washington,White,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
57,Pre-Retirement,Female,Sweater,Clothing,79,Nebraska,Red,Spring,4.0,No,Store Pickup,No,No,24,Venmo,Quarterly
46,Gen X Late,Female,Dress,Clothing,46,Alabama,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
48,Gen X Late,Female,Socks,Clothing,72,Montana,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually
24,Gen Z,Female,Shirt,Clothing,93,Minnesota,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
50,Gen X Late,Female,Sandals,Footwear,76,Ohio,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
29,Millennials,Female,Shoes,Footwear,56,New York,Gray,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly
61,Pre-Retirement,Female,Sandals,Footwear,83,Indiana,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
34,Millennials,Female,Gloves,Accessories,90,Delaware,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
27,Millennials,Female,Boots,Footwear,94,Connecticut,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
38,Gen X Early,Female,Blouse,Clothing,68,New York,Gold,Fall,3.0,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
25,Millennials,Female,Sandals,Footwear,53,Alabama,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
54,Gen X Late,Female,Coat,Outerwear,35,Massachusetts,Blue,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Bi-Weekly
53,Gen X Late,Female,Jacket,Outerwear,30,South Carolina,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually
23,Gen Z,Female,Jewelry,Accessories,26,West Virginia,Indigo,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly
19,Gen Z,Female,Hat,Accessories,60,Kentucky,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
57,Pre-Retirement,Female,Shoes,Footwear,30,New Jersey,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
19,Gen Z,Female,Coat,Outerwear,91,New York,Beige,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly
33,Millennials,Female,Boots,Footwear,71,Massachusetts,Brown,Spring,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly
33,Millennials,Female,Scarf,Accessories,64,Florida,Green,Summer,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly
38,Gen X Early,Female,Hat,Accessories,54,Michigan,Blue,Summer,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
47,Gen X Late,Female,Socks,Clothing,35,Oregon,Magenta,Fall,4.8,No,2-Day Shipping,No,No,31,Credit Card,Annually
39,Gen X Early,Female,T-shirt,Clothing,38,Michigan,Turquoise,Winter,2.5,No,Store Pickup,No,No,44,Cash,Annually
32,Millennials,Female,Jewelry,Accessories,69,Washington,Gray,Fall,2.5,No,Next Day Air,No,No,20,Venmo,Monthly
27,Millennials,Female,Skirt,Clothing,96,Alaska,Purple,Winter,4.6,No,Express,No,No,34,Debit Card,Weekly
67,Seniors,Female,Socks,Clothing,73,Montana,Lavender,Winter,4.2,No,Next Day Air,No,No,17,Bank Transfer,Every 3 Months
46,Gen X Late,Female,Belt,Accessories,49,New Mexico,Green,Summer,4.2,No,Express,No,No,20,Venmo,Annually
36,Gen X Early,Female,Boots,Footwear,44,Connecticut,Gray,Summer,4.8,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months
62,Pre-Retirement,Female,Socks,Clothing,93,Alaska,Yellow,Spring,4.5,No,Free Shipping,No,No,28,PayPal,Annually
31,Millennials,Female,Pants,Clothing,72,Ohio,Orange,Summer,3.3,No,2-Day Shipping,No,No,6,Venmo,Bi-Weekly
68,Seniors,Female,Socks,Clothing,91,Montana,Beige,Summer,2.7,No,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly
57,Pre-Retirement,Female,Belt,Accessories,83,Nebraska,Peach,Winter,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly
22,Gen Z,Female,Jacket,Outerwear,62,Oklahoma,Green,Winter,3.5,No,2-Day Shipping,No,No,50,PayPal,Annually
26,Millennials,Female,Shirt,Clothing,71,Kentucky,Violet,Fall,3.0,No,Store Pickup,No,No,33,Credit Card,Monthly
43,Gen X Early,Female,Gloves,Accessories,93,Idaho,Gray,Summer,4.5,No,Express,No,No,25,Venmo,Quarterly
45,Gen X Late,Female,Handbag,Accessories,63,Maryland,Magenta,Fall,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly
64,Pre-Retirement,Female,Sweater,Clothing,96,Tennessee,Charcoal,Fall,4.1,No,Standard,No,No,15,Credit Card,Annually
28,Millennials,Female,Skirt,Clothing,78,Michigan,Violet,Spring,4.3,No,Next Day Air,No,No,12,PayPal,Weekly
47,Gen X Late,Female,Dress,Clothing,24,Tennessee,Silver,Summer,5.0,No,Free Shipping,No,No,28,Cash,Bi-Weekly
53,Gen X Late,Female,Pants,Clothing,63,Rhode Island,Green,Summer,3.8,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly
42,Gen X Early,Female,Hat,Accessories,58,Florida,Magenta,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually
51,Gen X Late,Female,Boots,Footwear,55,Louisiana,Purple,Spring,5.0,No,2-Day Shipping,No,No,20,Cash,Weekly
62,Pre-Retirement,Female,Sandals,Footwear,58,Arkansas,Blue,Fall,4.3,No,Express,No,No,3,Bank Transfer,Bi-Weekly
18,Gen Z,Female,Coat,Outerwear,28,Kentucky,Yellow,Winter,4.1,No,Express,No,No,32,Bank Transfer,Bi-Weekly
48,Gen X Late,Female,Blouse,Clothing,37,Kansas,Brown,Spring,4.5,No,Standard,No,No,35,Cash,Monthly
20,Gen Z,Female,Shorts,Clothing,78,Vermont,Pink,Spring,3.6,No,Store Pickup,No,No,31,PayPal,Monthly
32,Millennials,Female,Blouse,Clothing,73,Nevada,Silver,Fall,3.0,No,Free Shipping,No,No,13,Credit Card,Annually
26,Millennials,Female,Jacket,Outerwear,20,Oklahoma,Indigo,Spring,3.7,No,Next Day Air,No,No,3,Venmo,Bi-Weekly
31,Millennials,Female,Shirt,Clothing,60,Alabama,Pink,Winter,4.3,No,Standard,No,No,48,Venmo,Bi-Weekly
55,Pre-Retirement,Female,Handbag,Accessories,71,Louisiana,Lavender,Fall,4.6,No,Store Pickup,No,No,15,PayPal,Bi-Weekly
49,Gen X Late,Female,T-shirt,Clothing,89,Ohio,Orange,Fall,4.7,No,Standard,No,No,13,Venmo,Annually
42,Gen X Early,Female,Hoodie,Clothing,53,Texas,Red,Fall,4.6,No,Express,No,No,21,Venmo,Monthly
64,Pre-Retirement,Female,Jewelry,Accessories,87,Maryland,Gray,Summer,3.0,No,Express,No,No,29,Cash,Bi-Weekly
68,Seniors,Female,Jewelry,Accessories,37,West Virginia,Violet,Spring,3.4,No,Standard,No,No,24,Venmo,Quarterly
68,Seniors,Female,Hoodie,Clothing,37,Ohio,Green,Fall,3.8,No,Express,No,No,21,PayPal,Annually
41,Gen X Early,Female,Scarf,Accessories,78,Indiana,Gold,Spring,3.1,No,Express,No,No,5,Bank Transfer,Bi-Weekly
51,Gen X Late,Female,Shoes,Footwear,23,Wyoming,Maroon,Spring,4.4,No,Standard,No,No,47,Cash,Quarterly
44,Gen X Early,Female,Jeans,Clothing,73,Michigan,Olive,Spring,4.5,No,Standard,No,No,34,Credit Card,Every 3 Months
